month,atoll_code,atoll_label,establishment_type,amount_mvr
2020-10-01,K,K.,Guesthouse,107513.84
2020-11-01,K,K.,Resorts,4980764.75
2020-11-01,K,K.,Hotels,54558.72
2020-11-01,K,K.,Guesthouse,111772.53
2020-12-01,K,K.,Resorts,8848448.22
2020-12-01,K,K.,Guesthouse,596454.39
2021-01-01,K,K.,Resorts,19203890.09
2021-01-01,K,K.,Guesthouse,608135.39
2021-02-01,K,K.,Resorts,22441776.10
2021-02-01,K,K.,Guesthouse,575984.42
2021-03-01,K,K.,Resorts,22729420.24
2021-03-01,K,K.,Guesthouse,719939.27
2021-04-01,K,K.,Resorts,24400088.04
2021-04-01,K,K.,Guesthouse,599355.89
2021-05-01,K,K.,Resorts,20656261.56
2021-05-01,K,K.,Guesthouse,348674.25
2021-06-01,K,K.,Resorts,29658077.22
2021-06-01,K,K.,Guesthouse,290334.66
2021-07-01,K,K.,Resorts,10314785.57
2021-07-01,K,K.,Guesthouse,182229.48
2021-08-01,K,K.,Resorts,29077243.98
2021-08-01,K,K.,Guesthouse,607365.08
2021-09-01,K,K.,Resorts,25464638.73
2021-09-01,K,K.,Guesthouse,1865306.21
2021-10-01,K,K.,Resorts,21291439.33
2021-10-01,K,K.,Guesthouse,1135630.22
2021-11-01,K,K.,Resorts,25730994.08
2021-11-01,K,K.,Guesthouse,730847.01
2021-12-01,K,K.,Resorts,28155896.39
2021-12-01,K,K.,Guesthouse,1411552.59
2022-01-01,K,K.,Resorts,29069667.06
2022-01-01,K,K.,Guesthouse,1018867.18
2022-02-01,K,K.,Resorts,29679023.96
2022-02-01,K,K.,Guesthouse,1432000.18
2022-03-01,K,K.,Resorts,21501481.71
2022-03-01,K,K.,Hotels,54508.56
2022-03-01,K,K.,Guesthouse,662240.23
2022-04-01,K,K.,Resorts,28324541.59
2022-04-01,K,K.,Guesthouse,1281564.73
2022-05-01,K,K.,Resorts,29745204.55
2022-05-01,K,K.,Guesthouse,1142386.85
2022-06-01,K,K.,Resorts,24331146.71
2022-06-01,K,K.,Guesthouse,743369.08
2022-07-01,K,K.,Resorts,22094859.48
2022-07-01,K,K.,Guesthouse,730528.92
2022-08-01,K,K.,Resorts,26342545.71
2022-08-01,K,K.,Guesthouse,1340204.46
2022-09-01,K,K.,Resorts,26542934.57
2022-09-01,K,K.,Guesthouse,3847132.15
2022-10-01,K,K.,Resorts,21057730.28
2022-10-01,K,K.,Guesthouse,853835.79
2022-11-01,K,K.,Resorts,25190640.84
2022-11-01,K,K.,Guesthouse,1185584.26
2022-12-01,K,K.,Resorts,24573894.69
2022-12-01,K,K.,Guesthouse,1657710.25
2023-01-01,K,K.,Resorts,34702857.88
2023-01-01,K,K.,Guesthouse,2354594.87
2023-02-01,K,K.,Resorts,33287797.60
2023-02-01,K,K.,Guesthouse,1872261.07
2023-03-01,K,K.,Resorts,32659951.93
2023-03-01,K,K.,Guesthouse,3051897.95
2023-04-01,K,K.,Resorts,30210122.59
2023-04-01,K,K.,Guesthouse,3175064.55
2023-05-01,K,K.,Resorts,26948879.00
2023-05-01,K,K.,Guesthouse,2797255.00
2023-06-01,K,K.,Resorts,17318099.88
2023-06-01,K,K.,Guesthouse,788396.34
2023-07-01,K,K.,Resorts,32530798.89
2023-07-01,K,K.,Guesthouse,2796238.67
2023-08-01,K,K.,Resorts,24531488.49
2023-08-01,K,K.,Guesthouse,1990729.15
2023-09-01,K,K.,Resorts,18788797.25
2023-09-01,K,K.,Guesthouse,822786.99
2023-10-01,K,K.,Resorts,32202888.62
2023-10-01,K,K.,Guesthouse,2497559.33
2023-11-01,K,K.,Resorts,25488326.85
2023-11-01,K,K.,Guesthouse,2047341.99
2023-12-01,K,K.,Resorts,27583793.82
2023-12-01,K,K.,Guesthouse,3005422.69
2024-01-01,K,K.,Resorts,28856616.50
2024-01-01,K,K.,Guesthouse,3174471.91
2024-02-01,K,K.,Resorts,32145872.83
2024-02-01,K,K.,Guesthouse,2932291.53
2024-03-01,K,K.,Resorts,33689103.87
2024-03-01,K,K.,Guesthouse,3029439.76
2024-04-01,K,K.,Resorts,30657806.26
2024-04-01,K,K.,Guesthouse,1687246.49
2024-05-01,K,K.,Resorts,29989909.62
2024-05-01,K,K.,Guesthouse,3062935.38
2024-06-01,K,K.,Resorts,245698.56
2024-06-01,K,K.,Guesthouse,2033287.28
2024-07-01,K,K.,Resorts,21668458.18
2024-07-01,K,K.,Guesthouse,1713915.20
2024-08-01,K,K.,Resorts,30366757.46
2024-08-01,K,K.,Guesthouse,2568724.36
2024-09-01,K,K.,Resorts,28886750.62
2024-09-01,K,K.,Guesthouse,2533430.55
2024-10-01,K,K.,Resorts,26182143.96
2024-10-01,K,K.,Guesthouse,3171303.32
2024-11-01,K,K.,Resorts,609580.92
2024-12-01,K,K.,Resorts,873031.68
2024-12-01,K,K.,Guesthouse,92.10
2025-01-01,K,K.,Resorts,35023800.16
2025-01-01,K,K.,Guesthouse,5045144.74
2025-02-01,K,K.,Resorts,44918931.42
2025-02-01,K,K.,Guesthouse,5119815.40
2025-03-01,K,K.,Resorts,92725970.63
2025-03-01,K,K.,Guesthouse,6304449.04
2025-04-01,K,K.,Resorts,74316003.30
2025-04-01,K,K.,Guesthouse,8085132.92
2025-05-01,K,K.,Resorts,69948834.59
2025-05-01,K,K.,Guesthouse,5265804.49
2025-06-01,K,K.,Resorts,51931767.18
2025-06-01,K,K.,Guesthouse,3491806.27
2025-06-01,K,K.,Vessels,3043.26
2025-07-01,K,K.,Resorts,53620308.29
2025-07-01,K,K.,Guesthouse,4732014.59
2025-07-01,K,K.,Vessels,2121.06
2025-08-01,K,K.,Resorts,68608270.74
2025-08-01,K,K.,Guesthouse,3961833.79
2025-08-01,K,K.,Vessels,3135.48
2025-09-01,K,K.,Resorts,67001751.32
2025-09-01,K,K.,Guesthouse,5234737.50
2025-09-01,K,K.,Vessels,2305.50
2025-10-01,K,K.,Resorts,56106709.71
2025-10-01,K,K.,Guesthouse,4976410.65
2025-10-01,K,K.,Vessels,3781.02
2025-11-01,K,K.,Resorts,65189322.16
2025-11-01,K,K.,Guesthouse,4653581.92
2025-12-01,K,K.,Resorts,68212246.09
2025-12-01,K,K.,Guesthouse,6604249.32
2025-12-01,K,K.,Vessels,1014.42
2019-01-01,Male,Male’ City,Hotels,851409.90
2019-01-01,Male,Male’ City,Guesthouse,710170.33
2019-02-01,Male,Male’ City,Hotels,761525.58
2019-02-01,Male,Male’ City,Guesthouse,561898.44
2019-03-01,Male,Male’ City,Hotels,851862.36
2019-03-01,Male,Male’ City,Guesthouse,1123674.51
2019-04-01,Male,Male’ City,Hotels,736891.80
2019-04-01,Male,Male’ City,Guesthouse,796458.68
2019-05-01,Male,Male’ City,Hotels,748485.36
2019-05-01,Male,Male’ City,Guesthouse,808335.39
2019-06-01,Male,Male’ City,Hotels,476562.18
2019-06-01,Male,Male’ City,Guesthouse,570903.98
2019-07-01,Male,Male’ City,Hotels,666243.36
2019-07-01,Male,Male’ City,Guesthouse,596300.72
2019-08-01,Male,Male’ City,Hotels,724596.38
2019-08-01,Male,Male’ City,Guesthouse,803931.40
2019-09-01,Male,Male’ City,Hotels,772995.30
2019-09-01,Male,Male’ City,Guesthouse,739999.18
2019-10-01,Male,Male’ City,Hotels,627800.04
2019-10-01,Male,Male’ City,Guesthouse,655798.41
2019-11-01,Male,Male’ City,Hotels,579156.42
2019-11-01,Male,Male’ City,Guesthouse,654736.00
2019-12-01,Male,Male’ City,Hotels,817538.82
2019-12-01,Male,Male’ City,Guesthouse,662078.61
2020-01-01,Male,Male’ City,Hotels,792679.38
2020-01-01,Male,Male’ City,Guesthouse,859350.61
2020-02-01,Male,Male’ City,Hotels,941223.42
2020-02-01,Male,Male’ City,Guesthouse,542614.57
2020-03-01,Male,Male’ City,Hotels,694585.02
2020-03-01,Male,Male’ City,Guesthouse,701936.30
2020-04-01,Male,Male’ City,Hotels,79534.08
2020-04-01,Male,Male’ City,Guesthouse,141962.61
2020-05-01,Male,Male’ City,Hotels,171509.76
2020-05-01,Male,Male’ City,Guesthouse,39199.14
2020-06-01,Male,Male’ City,Hotels,15094.56
2020-06-01,Male,Male’ City,Guesthouse,25495.08
2020-07-01,Male,Male’ City,Hotels,22196.04
2020-07-01,Male,Male’ City,Guesthouse,177659.11
2020-08-01,Male,Male’ City,Hotels,24240.90
2020-08-01,Male,Male’ City,Guesthouse,75891.45
2020-09-01,Male,Male’ City,Hotels,34349.66
2020-09-01,Male,Male’ City,Guesthouse,42034.71
2020-10-01,Male,Male’ City,Hotels,26929.44
2020-10-01,Male,Male’ City,Guesthouse,69957.76
2020-11-01,Male,Male’ City,Hotels,56426.82
2020-11-01,Male,Male’ City,Guesthouse,61870.14
2020-12-01,Male,Male’ City,Hotels,80502.48
2020-12-01,Male,Male’ City,Guesthouse,131750.19
2021-01-01,Male,Male’ City,Hotels,225795.78
2021-01-01,Male,Male’ City,Guesthouse,202796.45
2021-02-01,Male,Male’ City,Hotels,162114.54
2021-02-01,Male,Male’ City,Guesthouse,209109.18
2021-03-01,Male,Male’ City,Hotels,308580.30
2021-03-01,Male,Male’ City,Guesthouse,315882.17
2021-04-01,Male,Male’ City,Hotels,229913.28
2021-04-01,Male,Male’ City,Guesthouse,310973.52
2021-05-01,Male,Male’ City,Hotels,162889.86
2021-05-01,Male,Male’ City,Guesthouse,297486.15
2021-06-01,Male,Male’ City,Hotels,171158.04
2021-06-01,Male,Male’ City,Guesthouse,380043.84
2021-07-01,Male,Male’ City,Hotels,107514.00
2021-07-01,Male,Male’ City,Guesthouse,104029.36
2021-08-01,Male,Male’ City,Hotels,156720.42
2021-08-01,Male,Male’ City,Guesthouse,357939.96
2021-09-01,Male,Male’ City,Hotels,762558.46
2021-09-01,Male,Male’ City,Guesthouse,705367.39
2021-10-01,Male,Male’ City,Hotels,570748.32
2021-10-01,Male,Male’ City,Guesthouse,640390.94
2021-11-01,Male,Male’ City,Hotels,398343.96
2021-11-01,Male,Male’ City,Guesthouse,546812.65
2021-12-01,Male,Male’ City,Hotels,456914.22
2021-12-01,Male,Male’ City,Guesthouse,411908.08
2022-01-01,Male,Male’ City,Hotels,391194.00
2022-01-01,Male,Male’ City,Guesthouse,545690.84
2022-02-01,Male,Male’ City,Hotels,378411.66
2022-02-01,Male,Male’ City,Guesthouse,353040.61
2022-03-01,Male,Male’ City,Resorts,45981601.52
2022-03-01,Male,Male’ City,Hotels,676632.48
2022-03-01,Male,Male’ City,Guesthouse,1601671.74
2022-04-01,Male,Male’ City,Hotels,432747.90
2022-04-01,Male,Male’ City,Guesthouse,499585.46
2022-05-01,Male,Male’ City,Hotels,251293.14
2022-05-01,Male,Male’ City,Guesthouse,545251.84
2022-06-01,Male,Male’ City,Hotels,364393.74
2022-06-01,Male,Male’ City,Guesthouse,476388.62
2022-07-01,Male,Male’ City,Hotels,305845.80
2022-07-01,Male,Male’ City,Guesthouse,357417.66
2022-08-01,Male,Male’ City,Hotels,310826.40
2022-08-01,Male,Male’ City,Guesthouse,557828.88
2022-09-01,Male,Male’ City,Hotels,477938.46
2022-09-01,Male,Male’ City,Guesthouse,368104.07
2022-10-01,Male,Male’ City,Hotels,181576.86
2022-10-01,Male,Male’ City,Guesthouse,491656.14
2022-11-01,Male,Male’ City,Hotels,380660.16
2022-11-01,Male,Male’ City,Guesthouse,478861.23
2022-12-01,Male,Male’ City,Hotels,447895.98
2022-12-01,Male,Male’ City,Guesthouse,552136.47
2023-01-01,Male,Male’ City,Hotels,553762.38
2023-01-01,Male,Male’ City,Guesthouse,768319.02
2023-02-01,Male,Male’ City,Hotels,424694.04
2023-02-01,Male,Male’ City,Guesthouse,675113.43
2023-03-01,Male,Male’ City,Hotels,464157.42
2023-03-01,Male,Male’ City,Guesthouse,789691.54
2023-04-01,Male,Male’ City,Hotels,593616.80
2023-04-01,Male,Male’ City,Guesthouse,645646.83
2023-05-01,Male,Male’ City,Hotels,402192.00
2023-05-01,Male,Male’ City,Guesthouse,813836.00
2023-06-01,Male,Male’ City,Hotels,232590.96
2023-06-01,Male,Male’ City,Guesthouse,376442.04
2023-07-01,Male,Male’ City,Hotels,577916.82
2023-07-01,Male,Male’ City,Guesthouse,751833.24
2023-08-01,Male,Male’ City,Hotels,574054.32
2023-08-01,Male,Male’ City,Guesthouse,712484.72
2023-09-01,Male,Male’ City,Hotels,842053.46
2023-09-01,Male,Male’ City,Guesthouse,468853.06
2023-10-01,Male,Male’ City,Resorts,466803.00
2023-10-01,Male,Male’ City,Hotels,563714.44
2023-10-01,Male,Male’ City,Guesthouse,1076565.18
2023-11-01,Male,Male’ City,Resorts,668417.64
2023-11-01,Male,Male’ City,Hotels,546243.12
2023-11-01,Male,Male’ City,Guesthouse,689078.42
2023-12-01,Male,Male’ City,Resorts,780871.68
2023-12-01,Male,Male’ City,Hotels,376143.24
2023-12-01,Male,Male’ City,Guesthouse,968548.10
2024-01-01,Male,Male’ City,Resorts,830845.08
2024-01-01,Male,Male’ City,Hotels,736791.54
2024-01-01,Male,Male’ City,Guesthouse,1057023.23
2024-02-01,Male,Male’ City,Resorts,652344.30
2024-02-01,Male,Male’ City,Hotels,673691.58
2024-02-01,Male,Male’ City,Guesthouse,845577.83
2024-02-01,Male,Male’ City,Vessels,6120.24
2024-03-01,Male,Male’ City,Resorts,781376.40
2024-03-01,Male,Male’ City,Hotels,618468.42
2024-03-01,Male,Male’ City,Guesthouse,1011336.03
2024-03-01,Male,Male’ City,Vessels,1286.88
2024-04-01,Male,Male’ City,Resorts,831784.08
2024-04-01,Male,Male’ City,Hotels,463803.96
2024-04-01,Male,Male’ City,Guesthouse,758546.26
2024-04-01,Male,Male’ City,Vessels,322.32
2024-05-01,Male,Male’ City,Resorts,961524.00
2024-05-01,Male,Male’ City,Hotels,420963.84
2024-05-01,Male,Male’ City,Guesthouse,797170.67
2024-05-01,Male,Male’ City,Vessels,4827.75
2024-06-01,Male,Male’ City,Resorts,5950732.36
2024-06-01,Male,Male’ City,Hotels,368425.74
2024-06-01,Male,Male’ City,Guesthouse,648974.22
2024-06-01,Male,Male’ City,Vessels,3633.84
2024-07-01,Male,Male’ City,Resorts,739563.00
2024-07-01,Male,Male’ City,Hotels,326105.16
2024-07-01,Male,Male’ City,Guesthouse,692456.82
2024-07-01,Male,Male’ City,Vessels,4047.66
2024-08-01,Male,Male’ City,Resorts,1086716.28
2024-08-01,Male,Male’ City,Hotels,497448.84
2024-08-01,Male,Male’ City,Guesthouse,901105.47
2024-08-01,Male,Male’ City,Vessels,2574.45
2024-09-01,Male,Male’ City,Resorts,959719.32
2024-09-01,Male,Male’ City,Hotels,551768.82
2024-09-01,Male,Male’ City,Guesthouse,961276.68
2024-09-01,Male,Male’ City,Vessels,4327.11
2024-10-01,Male,Male’ City,Hotels,299759.82
2024-10-01,Male,Male’ City,Guesthouse,741925.24
2024-10-01,Male,Male’ City,Vessels,5790.30
2024-11-01,Male,Male’ City,Resorts,660342.84
2024-11-01,Male,Male’ City,Guesthouse,7970.64
2024-12-01,Male,Male’ City,Resorts,905395.56
2024-12-01,Male,Male’ City,Guesthouse,5383.86
2025-01-01,Male,Male’ City,Resorts,437667.84
2025-01-01,Male,Male’ City,Hotels,344785.08
2025-01-01,Male,Male’ City,Guesthouse,897987.40
2025-01-01,Male,Male’ City,Vessels,12578.04
2025-02-01,Male,Male’ City,Hotels,371451.12
2025-02-01,Male,Male’ City,Guesthouse,1430980.50
2025-02-01,Male,Male’ City,Vessels,18251.76
2025-03-01,Male,Male’ City,Hotels,1053028.80
2025-03-01,Male,Male’ City,Guesthouse,2014871.06
2025-03-01,Male,Male’ City,Vessels,30152.46
2025-04-01,Male,Male’ City,Hotels,365098.92
2025-04-01,Male,Male’ City,Guesthouse,1397992.03
2025-04-01,Male,Male’ City,Vessels,28662.81
2025-05-01,Male,Male’ City,Hotels,496445.52
2025-05-01,Male,Male’ City,Guesthouse,1552585.16
2025-05-01,Male,Male’ City,Vessels,23695.32
2025-06-01,Male,Male’ City,Hotels,438250.50
2025-06-01,Male,Male’ City,Guesthouse,1283762.73
2025-06-01,Male,Male’ City,Vessels,10879.74
2025-07-01,Male,Male’ City,Hotels,404274.64
2025-07-01,Male,Male’ City,Guesthouse,1173356.36
2025-07-01,Male,Male’ City,Vessels,14107.14
2025-08-01,Male,Male’ City,Hotels,585994.94
2025-08-01,Male,Male’ City,Guesthouse,1261328.45
2025-08-01,Male,Male’ City,Vessels,22592.94
2025-09-01,Male,Male’ City,Hotels,377656.27
2025-09-01,Male,Male’ City,Guesthouse,1669214.98
2025-09-01,Male,Male’ City,Vessels,18349.14
2025-10-01,Male,Male’ City,Hotels,288648.60
2025-10-01,Male,Male’ City,Guesthouse,1461622.17
2025-10-01,Male,Male’ City,Vessels,18440.64
2025-11-01,Male,Male’ City,Hotels,728415.04
2025-11-01,Male,Male’ City,Guesthouse,1331647.50
2025-11-01,Male,Male’ City,Vessels,20930.88
2025-12-01,Male,Male’ City,Hotels,619441.74
2025-12-01,Male,Male’ City,Guesthouse,1483600.05
2025-12-01,Male,Male’ City,Vessels,22593.90
2019-01-01,AA,AA.,Resorts,6282891.90
2019-01-01,AA,AA.,Guesthouse,392511.96
2019-02-01,AA,AA.,Resorts,6258133.14
2019-02-01,AA,AA.,Guesthouse,307783.74
2019-03-01,AA,AA.,Resorts,5933138.94
2019-03-01,AA,AA.,Guesthouse,326702.37
2019-04-01,AA,AA.,Resorts,6069432.12
2019-04-01,AA,AA.,Guesthouse,412624.65
2019-05-01,AA,AA.,Resorts,5568305.16
2019-05-01,AA,AA.,Guesthouse,253378.35
2019-06-01,AA,AA.,Resorts,4825766.10
2019-06-01,AA,AA.,Guesthouse,295195.50
2019-07-01,AA,AA.,Resorts,4382495.42
2019-07-01,AA,AA.,Guesthouse,109399.95
2019-08-01,AA,AA.,Resorts,5540279.46
2019-08-01,AA,AA.,Guesthouse,120231.42
2019-09-01,AA,AA.,Resorts,6252938.82
2019-09-01,AA,AA.,Guesthouse,201775.77
2019-10-01,AA,AA.,Resorts,4356457.26
2019-10-01,AA,AA.,Guesthouse,115316.28
2019-11-01,AA,AA.,Resorts,6258033.54
2019-11-01,AA,AA.,Guesthouse,123108.69
2019-12-01,AA,AA.,Resorts,5783664.60
2019-12-01,AA,AA.,Guesthouse,173645.79
2020-01-01,AA,AA.,Resorts,6370870.20
2020-01-01,AA,AA.,Guesthouse,401596.98
2020-02-01,AA,AA.,Resorts,5572516.38
2020-02-01,AA,AA.,Guesthouse,184236.36
2020-03-01,AA,AA.,Resorts,3259711.02
2020-03-01,AA,AA.,Guesthouse,537892.74
2020-04-01,AA,AA.,Resorts,4629388.14
2020-04-01,AA,AA.,Guesthouse,100350.84
2020-05-01,AA,AA.,Resorts,354869.16
2020-05-01,AA,AA.,Guesthouse,5253.12
2020-06-01,AA,AA.,Resorts,202518.68
2020-06-01,AA,AA.,Guesthouse,11458.98
2020-07-01,AA,AA.,Resorts,699014.12
2020-07-01,AA,AA.,Guesthouse,72179.22
2020-08-01,AA,AA.,Resorts,144712.17
2020-08-01,AA,AA.,Guesthouse,3309.84
2020-09-01,AA,AA.,Resorts,509523.93
2020-09-01,AA,AA.,Guesthouse,13674.33
2020-10-01,AA,AA.,Resorts,239453.52
2020-10-01,AA,AA.,Guesthouse,43653.06
2020-11-01,AA,AA.,Resorts,921089.52
2020-11-01,AA,AA.,Guesthouse,49926.93
2020-12-01,AA,AA.,Resorts,1592153.58
2020-12-01,AA,AA.,Guesthouse,61347.39
2021-01-01,AA,AA.,Resorts,3436905.42
2021-01-01,AA,AA.,Guesthouse,139459.24
2021-02-01,AA,AA.,Resorts,4018372.08
2021-02-01,AA,AA.,Guesthouse,117134.98
2021-03-01,AA,AA.,Resorts,2973073.80
2021-03-01,AA,AA.,Guesthouse,325916.11
2021-04-01,AA,AA.,Resorts,3915904.92
2021-04-01,AA,AA.,Guesthouse,246143.37
2021-05-01,AA,AA.,Resorts,3199575.18
2021-05-01,AA,AA.,Guesthouse,162226.65
2021-06-01,AA,AA.,Resorts,5071224.54
2021-06-01,AA,AA.,Guesthouse,154034.61
2021-07-01,AA,AA.,Resorts,1512506.34
2021-07-01,AA,AA.,Guesthouse,85615.04
2021-08-01,AA,AA.,Resorts,5210620.44
2021-08-01,AA,AA.,Guesthouse,214626.66
2021-09-01,AA,AA.,Resorts,4892771.88
2021-09-01,AA,AA.,Guesthouse,286530.72
2021-10-01,AA,AA.,Resorts,3985161.96
2021-10-01,AA,AA.,Guesthouse,234820.26
2021-11-01,AA,AA.,Resorts,3130840.50
2021-11-01,AA,AA.,Guesthouse,217166.25
2021-12-01,AA,AA.,Resorts,7764659.94
2021-12-01,AA,AA.,Guesthouse,180419.74
2022-01-01,AA,AA.,Resorts,6174776.89
2022-01-01,AA,AA.,Guesthouse,378514.74
2022-02-01,AA,AA.,Resorts,5656045.56
2022-02-01,AA,AA.,Guesthouse,511548.07
2022-03-01,AA,AA.,Resorts,4830515.16
2022-03-01,AA,AA.,Hotels,46051.92
2022-03-01,AA,AA.,Guesthouse,372880.64
2022-04-01,AA,AA.,Resorts,5707331.76
2022-04-01,AA,AA.,Guesthouse,351050.88
2022-05-01,AA,AA.,Resorts,6594778.02
2022-05-01,AA,AA.,Guesthouse,183583.89
2022-06-01,AA,AA.,Resorts,5816275.86
2022-06-01,AA,AA.,Guesthouse,201406.50
2022-07-01,AA,AA.,Resorts,4849513.26
2022-07-01,AA,AA.,Guesthouse,75075.24
2022-08-01,AA,AA.,Resorts,5904083.94
2022-08-01,AA,AA.,Guesthouse,115267.83
2022-09-01,AA,AA.,Resorts,5873294.88
2022-09-01,AA,AA.,Guesthouse,86836.11
2022-10-01,AA,AA.,Resorts,4489502.40
2022-10-01,AA,AA.,Guesthouse,107655.51
2022-11-01,AA,AA.,Resorts,7782069.00
2022-11-01,AA,AA.,Guesthouse,122118.30
2022-12-01,AA,AA.,Resorts,4367771.46
2022-12-01,AA,AA.,Guesthouse,250573.36
2023-01-01,AA,AA.,Resorts,5874496.38
2023-01-01,AA,AA.,Guesthouse,480826.29
2023-02-01,AA,AA.,Resorts,6037136.40
2023-02-01,AA,AA.,Guesthouse,356439.75
2023-03-01,AA,AA.,Resorts,6247311.30
2023-03-01,AA,AA.,Guesthouse,905996.96
2023-04-01,AA,AA.,Resorts,5950548.78
2023-04-01,AA,AA.,Guesthouse,549831.47
2023-05-01,AA,AA.,Resorts,5589625.00
2023-05-01,AA,AA.,Guesthouse,317128.00
2023-06-01,AA,AA.,Resorts,4466128.20
2023-06-01,AA,AA.,Guesthouse,198270.81
2023-07-01,AA,AA.,Resorts,4936862.04
2023-07-01,AA,AA.,Guesthouse,118128.27
2023-08-01,AA,AA.,Resorts,4863287.28
2023-08-01,AA,AA.,Guesthouse,218597.28
2023-09-01,AA,AA.,Resorts,2288544.36
2023-09-01,AA,AA.,Guesthouse,121922.46
2023-10-01,AA,AA.,Resorts,6235347.30
2023-10-01,AA,AA.,Guesthouse,285162.63
2023-11-01,AA,AA.,Resorts,5335303.68
2023-11-01,AA,AA.,Guesthouse,155625.78
2023-12-01,AA,AA.,Resorts,4827634.08
2023-12-01,AA,AA.,Guesthouse,326148.33
2024-01-01,AA,AA.,Resorts,5692845.84
2024-01-01,AA,AA.,Guesthouse,424073.19
2024-02-01,AA,AA.,Resorts,5984512.68
2024-02-01,AA,AA.,Guesthouse,510457.62
2024-02-01,AA,AA.,Vessels,551.16
2024-03-01,AA,AA.,Resorts,5956705.80
2024-03-01,AA,AA.,Guesthouse,806218.08
2024-04-01,AA,AA.,Resorts,5956635.66
2024-04-01,AA,AA.,Guesthouse,432529.95
2024-05-01,AA,AA.,Resorts,4638679.50
2024-05-01,AA,AA.,Guesthouse,391261.92
2024-06-01,AA,AA.,Resorts,3843914.22
2024-06-01,AA,AA.,Guesthouse,138285.95
2024-07-01,AA,AA.,Resorts,3310233.78
2024-07-01,AA,AA.,Guesthouse,107692.27
2024-08-01,AA,AA.,Resorts,4500839.16
2024-08-01,AA,AA.,Guesthouse,216535.64
2024-08-01,AA,AA.,Vessels,1656.72
2024-09-01,AA,AA.,Resorts,4944284.82
2024-09-01,AA,AA.,Guesthouse,224253.30
2024-10-01,AA,AA.,Resorts,3402267.78
2024-10-01,AA,AA.,Guesthouse,254765.10
2024-11-01,AA,AA.,Resorts,266546.82
2024-11-01,AA,AA.,Hotels,189418.32
2024-11-01,AA,AA.,Guesthouse,7098.87
2024-12-01,AA,AA.,Resorts,716677.88
2024-12-01,AA,AA.,Hotels,164828.16
2024-12-01,AA,AA.,Guesthouse,4003.38
2025-01-01,AA,AA.,Resorts,5321590.92
2025-01-01,AA,AA.,Guesthouse,964162.40
2025-01-01,AA,AA.,Vessels,3502.08
2025-02-01,AA,AA.,Resorts,9795122.28
2025-02-01,AA,AA.,Guesthouse,465314.90
2025-02-01,AA,AA.,Vessels,4792.32
2025-03-01,AA,AA.,Resorts,13693340.04
2025-03-01,AA,AA.,Guesthouse,1484790.69
2025-03-01,AA,AA.,Vessels,3504.36
2025-04-01,AA,AA.,Resorts,11809127.52
2025-04-01,AA,AA.,Guesthouse,1230304.83
2025-04-01,AA,AA.,Vessels,2213.28
2025-05-01,AA,AA.,Resorts,10909063.08
2025-05-01,AA,AA.,Guesthouse,898405.72
2025-05-01,AA,AA.,Vessels,92.16
2025-06-01,AA,AA.,Resorts,6535691.16
2025-06-01,AA,AA.,Guesthouse,243251.80
2025-07-01,AA,AA.,Resorts,11936306.76
2025-07-01,AA,AA.,Guesthouse,222169.49
2025-08-01,AA,AA.,Resorts,11520737.76
2025-08-01,AA,AA.,Guesthouse,315945.72
2025-08-01,AA,AA.,Vessels,3412.14
2025-09-01,AA,AA.,Resorts,12419626.32
2025-09-01,AA,AA.,Guesthouse,382113.57
2025-10-01,AA,AA.,Resorts,8214588.72
2025-10-01,AA,AA.,Guesthouse,268758.75
2025-10-01,AA,AA.,Vessels,2582.16
2025-11-01,AA,AA.,Resorts,12754948.20
2025-11-01,AA,AA.,Guesthouse,305289.01
2025-11-01,AA,AA.,Vessels,4518.78
2025-12-01,AA,AA.,Resorts,14325572.76
2025-12-01,AA,AA.,Guesthouse,882973.41
2025-12-01,AA,AA.,Vessels,2305.50
2019-01-01,ADh,Adh.,Resorts,9130758.12
2019-01-01,ADh,Adh.,Guesthouse,218051.97
2019-02-01,ADh,Adh.,Resorts,9607516.26
2019-02-01,ADh,Adh.,Guesthouse,247195.86
2019-03-01,ADh,Adh.,Resorts,10240748.94
2019-03-01,ADh,Adh.,Guesthouse,330354.75
2019-04-01,ADh,Adh.,Resorts,8810866.26
2019-04-01,ADh,Adh.,Guesthouse,289716.72
2019-05-01,ADh,Adh.,Resorts,9882380.04
2019-05-01,ADh,Adh.,Guesthouse,245127.54
2019-06-01,ADh,Adh.,Resorts,6793614.60
2019-06-01,ADh,Adh.,Guesthouse,50603.25
2019-07-01,ADh,Adh.,Resorts,4286524.06
2019-07-01,ADh,Adh.,Guesthouse,48174.48
2019-08-01,ADh,Adh.,Resorts,11597031.24
2019-08-01,ADh,Adh.,Guesthouse,52334.73
2019-09-01,ADh,Adh.,Resorts,8873207.32
2019-09-01,ADh,Adh.,Guesthouse,132920.01
2019-10-01,ADh,Adh.,Resorts,4634847.81
2019-10-01,ADh,Adh.,Guesthouse,110535.69
2019-11-01,ADh,Adh.,Resorts,8608606.42
2019-11-01,ADh,Adh.,Guesthouse,83791.93
2019-12-01,ADh,Adh.,Resorts,4965635.76
2019-12-01,ADh,Adh.,Guesthouse,187256.92
2020-01-01,ADh,Adh.,Resorts,8677700.10
2020-01-01,ADh,Adh.,Guesthouse,235483.47
2020-02-01,ADh,Adh.,Resorts,7741573.98
